"","HGNC.symbol","MGI.symbol","type"
"3419","SP1","Sp1","gene-specific transcriptional regulator"
"3420","SPACA6","Spaca6","unclassified"
"3421","SPAG11B","Spag11b","unclassified"
"3422","SPARC","Sparc","extracellular matrix"
"3423","SPARCL1","Sparcl1","extracellular matrix"
"3424","SPHK1","Sphk1","metabolite interconversion enzyme"
"3425","SPHK2","Sphk2","metabolite interconversion enzyme"
"3426","SPINK1","Spink1","protein-binding activity modulator"
"3427","SPINT1","Spint1","protein-binding activity modulator"
"3428","SPN","Spn","other transmembrane signal receptor"
"3429","SPON1","Spon1","cell adhesion"
"3430","SPON2","Spon2","cell adhesion"
"3431","SPP1","Spp1","cytokine"
"3432","SPTAN1","Sptan1","cytoskeletal"
"3433","SPTBN2","Sptbn2","cytoskeletal"
"3434","SPTBN4","Sptbn4","cytoskeletal"
"3435","SPX","Spx","other intercellular signal"
"3436","SRC","Src","protein modifying enzyme"
"3437","SRD5A1","Srd5a1","metabolite interconversion enzyme"
"3438","SRD5A2","Srd5a2","metabolite interconversion enzyme"
"3439","SRD5A3","Srd5a3","unclassified"
"3440","SRGN","Srgn","unclassified"
"3441","SRM","Srm","metabolite interconversion enzyme"
"3442","SRPK3","Srpk3","unclassified"
"3443","SRR","Srr","metabolite interconversion enzyme"
"3444","SST","Sst","peptide hormone"
"3445","SSTR1","Sstr1","G-protein coupled receptor"
"3446","SSTR2","Sstr2","G-protein coupled receptor"
"3447","SSTR3","Sstr3","G-protein coupled receptor"
"3448","SSTR4","Sstr4","G-protein coupled receptor"
"3449","SSTR5","Sstr5","G-protein coupled receptor"
"3450","ST14","St14","protein modifying enzyme"
"3451","ST6GAL1","St6gal1","metabolite interconversion enzyme"
"3452","STAB1","Stab1","membrane traffic"
"3453","STAB2","Stab2","membrane traffic"
"3454","STK39","Stk39","protein modifying enzyme"
"3455","STMN3","Stmn3","unclassified"
"3456","STRA6","Stra6","other transmembrane signal receptor"
"3457","STUB1","Stub1","protein modifying enzyme"
"3458","STX1A","Stx1a","membrane traffic"
"3459","STX3","Stx3","membrane traffic"
"3460","STX4","Stx4a","membrane traffic"
"3461","SUCNR1","Sucnr1","G-protein coupled receptor"
"3462","SULT2B1","Sult2b1","metabolite interconversion enzyme"
"3463","SUOX","Suox","metabolite interconversion enzyme"
"3464","SV2A","Sv2a","unclassified"
"3465","SV2B","Sv2b","unclassified"
"3466","SV2C","Sv2c","unclassified"
"3467","SYK","Syk","protein modifying enzyme"
"3468","SYT1","Syt1","membrane traffic"
"3469","SYTL3","Sytl3","membrane traffic"
"3470","SYVN1","Syvn1","protein modifying enzyme"
"3471","TAAR1","Taar1","G-protein coupled receptor"
"3472","TAC1","Tac1","other intercellular signal"
"3473","TAC3","Tac2","other intercellular signal"
"3474","TAC4","Tac4","other intercellular signal"
"3475","TACR1","Tacr1","G-protein coupled receptor"
"3476","TACR2","Tacr2","G-protein coupled receptor"
"3477","TACR3","Tacr3","G-protein coupled receptor"
"3478","TAFA4","Tafa4","cytokine"
"3479","TAP1","Tap1","transporter"
"3480","TARM1","Tarm1","defense/immunity"
"3481","TARS1","Tars","translational"
"3482","TAT","Tat","metabolite interconversion enzyme"
"3483","TBXA2R","Tbxa2r","G-protein coupled receptor"
"3484","TBXAS1","Tbxas1","metabolite interconversion enzyme"
"3485","TCAF1","Tcaf1","unclassified"
"3486","TCAF2","Tcaf2","unclassified"
"3487","TCN2","Tcn2","unclassified"
"3488","TCTN1","Tctn1","unclassified"
"3489","TCTN2","Tctn2","unclassified"
"3490","TCTN3","Tctn3","unclassified"
"3491","TDGF1","Tdgf1","other intercellular signal"
"3492","TECTA","Tecta","unclassified"
"3493","TECTB","Tectb","other transmembrane signal receptor"
"3494","TEK","Tek","tyrosine protein kinase receptor"
"3495","TET1","Tet1","unclassified"
"3496","TET2","Tet2","unclassified"
"3497","TET3","Tet3","unclassified"
"3498","TEX101","Tex101","unclassified"
"3499","TF","Trf","transfer/carrier"
"3500","TFF1","Tff1","other intercellular signal"
"3501","TFF2","Tff2","other intercellular signal"
"3502","TFF3","Tff3","other intercellular signal"
"3503","TFPI","Tfpi","protein-binding activity modulator"
"3504","TFR2","Tfr2","protein modifying enzyme"
"3505","TFRC","Tfrc","protein modifying enzyme"
"3506","TG","Tg","scaffold/adaptor"
"3507","TGFA","Tgfa","growth factor"
"3508","TGFB1","Tgfb1","growth factor"
"3509","TGFB2","Tgfb2","growth factor"
"3510","TGFB3","Tgfb3","growth factor"
"3511","TGFBR1","Tgfbr1","serine/threonine protein kinase receptor"
"3512","TGFBR2","Tgfbr2","serine/threonine protein kinase receptor"
"3513","TGFBR3","Tgfbr3","other transmembrane signal receptor"
"3514","TGIF2LX","Tgif2lx2","gene-specific transcriptional regulator"
"3515","TGIF2LX","Tgif2lx1","gene-specific transcriptional regulator"
"3516","TGM2","Tgm2","metabolite interconversion enzyme"
"3517","TGOLN2","Tgoln1","membrane traffic"
"3518","TGS1","Tgs1","RNA metabolism"
"3519","TH","Th","metabolite interconversion enzyme"
"3520","THBD","Thbd","other transmembrane signal receptor"
"3521","THBS1","Thbs1","cell adhesion"
"3522","THBS2","Thbs2","cell adhesion"
"3523","THBS3","Thbs3","cell adhesion"
"3524","THBS4","Thbs4","cell adhesion"
"3525","THPO","Thpo","other intercellular signal"
"3526","THRA","Thra","gene-specific transcriptional regulator"
"3527","THRB","Thrb","gene-specific transcriptional regulator"
"3528","THSD7A","Thsd7a","cell adhesion"
"3529","THY1","Thy1","cell adhesion"
"3530","TIE1","Tie1","tyrosine protein kinase receptor"
"3531","TIGIT","Tigit","defense/immunity"
"3532","TIMD4","Timd4","defense/immunity"
"3533","TIMM13","Timm13","unclassified"
"3534","TIMM8A","Timm8a1","unclassified"
"3535","TIMM8A","Timm8a2","unclassified"
"3536","TIMM8B","Timm8b","unclassified"
"3537","TIMP1","Timp1","protein-binding activity modulator"
"3538","TIMP2","Timp2","protein-binding activity modulator"
"3539","TIMP3","Timp3","protein-binding activity modulator"
"3540","TJP1","Tjp1","cell junction"
"3541","TJP2","Tjp2","cell junction"
"3542","TJP3","Tjp3","cell junction"
"3543","TK1","Tk1","metabolite interconversion enzyme"
"3544","TK2","Tk2","metabolite interconversion enzyme"
"3545","TLN1","Tln1","other intercellular signal"
"3546","TLR1","Tlr1","other transmembrane signal receptor"
"3547","TLR2","Tlr2","other transmembrane signal receptor"
"3548","TLR3","Tlr3","other transmembrane signal receptor"
"3549","TLR4","Tlr4","other transmembrane signal receptor"
"3550","TLR5","Tlr5","other transmembrane signal receptor"
"3551","TLR6","Tlr6","other transmembrane signal receptor"
"3552","TLR7","Tlr7","other transmembrane signal receptor"
"3553","TLR9","Tlr9","other transmembrane signal receptor"
"3554","TM7SF2","Tm7sf2","metabolite interconversion enzyme"
"3555","TMED5","Tmed5","membrane traffic"
"3556","TMEM123","Tmem123","other transmembrane signal receptor"
"3557","TMEM132A","Tmem132a","unclassified"
"3558","TMEM167A","Tmem167","unclassified"
"3559","TMEM216","Tmem216","unclassified"
"3560","TMEM219","Tmem219","unclassified"
"3561","TMEM222","Tmem222","unclassified"
"3562","TMEM53","Tmem53","unclassified"
"3563","TMEM59L","Tmem59l","unclassified"
"3564","TMEM67","Tmem67","unclassified"
"3565","TMEM81","Tmem81","unclassified"
"3566","TMEM95","Tmem95","unclassified"
"3567","TMIGD3","Tmigd3","defense/immunity"
"3568","TMPRSS6","Tmprss6","protein modifying enzyme"
"3569","TNC","Tnc","extracellular matrix"
"3570","TNF","Tnf","other intercellular signal"
"3571","TNFRSF10B","Tnfrsf22","other transmembrane signal receptor"
"3572","TNFRSF10B","Tnfrsf26","other transmembrane signal receptor"
"3573","TNFRSF10B","Tnfrsf23","other transmembrane signal receptor"
"3574","TNFRSF10C","Tnfrsf23","other transmembrane signal receptor"
"3575","TNFRSF10C","Tnfrsf22","other transmembrane signal receptor"
"3576","TNFRSF10C","Tnfrsf26","other transmembrane signal receptor"
"3577","TNFRSF10D","Tnfrsf26","other transmembrane signal receptor"
"3578","TNFRSF10D","Tnfrsf23","other transmembrane signal receptor"
"3579","TNFRSF10D","Tnfrsf22","other transmembrane signal receptor"
"3580","TNFRSF11A","Tnfrsf11a","other transmembrane signal receptor"
"3581","TNFRSF11B","Tnfrsf11b","other transmembrane signal receptor"
"3582","TNFRSF13B","Tnfrsf13b","other transmembrane signal receptor"
"3583","TNFRSF13C","Tnfrsf13c","other transmembrane signal receptor"
"3584","TNFRSF14","Tnfrsf14","other transmembrane signal receptor"
"3585","TNFRSF14","Tnfrsf10b","other transmembrane signal receptor"
"3586","TNFRSF17","Tnfrsf17","other transmembrane signal receptor"
"3587","TNFRSF18","Tnfrsf18","other transmembrane signal receptor"
"3588","TNFRSF19","Tnfrsf19","other transmembrane signal receptor"
"3589","TNFRSF1A","Tnfrsf1a","other transmembrane signal receptor"
"3590","TNFRSF1B","Tnfrsf1b","other transmembrane signal receptor"
"3591","TNFRSF21","Tnfrsf21","other transmembrane signal receptor"
"3592","TNFRSF25","Tnfrsf25","other transmembrane signal receptor"
"3593","TNFRSF4","Tnfrsf4","other transmembrane signal receptor"
"3594","TNFRSF8","Tnfrsf8","other transmembrane signal receptor"
"3595","TNFRSF9","Tnfrsf9","other transmembrane signal receptor"
"3596","TNFSF10","Tnfsf10","other intercellular signal"
"3597","TNFSF11","Tnfsf11","other intercellular signal"
"3598","TNFSF12","Tnfsf12","other intercellular signal"
"3599","TNFSF13","Tnfsf13","other intercellular signal"
"3600","TNFSF13B","Tnfsf13b","other intercellular signal"
"3601","TNFSF14","Tnfsf14","other intercellular signal"
"3602","TNFSF15","Tnfsf15","other intercellular signal"
"3603","TNFSF18","Tnfsf18","other intercellular signal"
"3604","TNFSF4","Tnfsf4","other intercellular signal"
"3605","TNFSF8","Tnfsf8","other intercellular signal"
"3606","TNFSF9","Tnfsf9","other intercellular signal"
"3607","TNN","Tnn","other intercellular signal"
"3608","TNR","Tnr","other intercellular signal"
"3609","TNXB","Tnxb","extracellular matrix"
"3610","TOR2A","Tor2a","chaperone"
"3611","TP53","Trp53","other intercellular signal"
"3612","TPH1","Tph1","metabolite interconversion enzyme"
"3613","TPK1","Tpk1","metabolite interconversion enzyme"
"3614","TPO","Tpo","metabolite interconversion enzyme"
"3615","TPSAB1","Tpsab1","protein modifying enzyme"
"3616","TPSAB1","Tpsb2","protein modifying enzyme"
"3617","TPSB2","Tpsb2","protein modifying enzyme"
"3618","TPSB2","Tpsab1","protein modifying enzyme"
"3619","TPSG1","Tpsg1","protein modifying enzyme"
"3620","TRADD","Tradd","other intercellular signal"
"3621","TRAF1","Traf1","scaffold/adaptor"
"3622","TRAF2","Traf2","scaffold/adaptor"
"3623","TRAF3","Traf3","scaffold/adaptor"
"3624","TREH","Treh","unclassified"
"3625","TREM1","Trem1","other transmembrane signal receptor"
"3626","TREM2","Trem2","defense/immunity"
"3627","TREML1","Treml1","defense/immunity"
"3628","TREML2","Treml2","other transmembrane signal receptor"
"3629","TREML4","Treml4","other transmembrane signal receptor"
"3630","TRH","Trh","peptide hormone"
"3631","TRHDE","Trhde","protein modifying enzyme"
"3632","TRHR","Trhr","gene-specific transcriptional regulator"
"3633","TRIM66","Trim66","chromatin-associated"
"3634","TRIP6","Trip6","cytoskeletal"
"3635","TRPA1","Trpa1","scaffold/adaptor"
"3636","TRPC1","Trpc1","ion channel"
"3637","TRPC3","Trpc3","ion channel"
"3638","TRPC4","Trpc4","ion channel"
"3639","TRPC5","Trpc5","ion channel"
"3640","TRPC6","Trpc6","ion channel"
"3641","TRPC7","Trpc7","ion channel"
"3642","TRPM1","Trpm1","ion channel"
"3643","TRPM2","Trpm2","ion channel"
"3644","TRPM3","Trpm3","ion channel"
"3645","TRPM4","Trpm4","ion channel"
"3646","TRPM6","Trpm6","ion channel"
"3647","TRPM7","Trpm7","ion channel"
"3648","TRPM8","Trpm8","ion channel"
"3649","TRPS1","Trps1","gene-specific transcriptional regulator"
"3650","TRPV1","Trpv1","ion channel"
"3651","TRPV4","Trpv4","ion channel"
"3652","TRPV5","Trpv5","ion channel"
"3653","TRPV6","Trpv6","ion channel"
"3654","TSHB","Tshb","peptide hormone"
"3655","TSHR","Tshr","G-protein coupled receptor"
"3656","TSLP","Tslp","other intercellular signal"
"3657","TSPAN1","Tspan1","scaffold/adaptor"
"3658","TSPAN10","Tspan10","scaffold/adaptor"
"3659","TSPAN12","Tspan12","scaffold/adaptor"
"3660","TSPAN13","Tspan13","scaffold/adaptor"
"3661","TSPAN14","Tspan14","scaffold/adaptor"
"3662","TSPAN15","Tspan15","scaffold/adaptor"
"3663","TSPAN17","Tspan17","scaffold/adaptor"
"3664","TSPAN3","Tspan3","scaffold/adaptor"
"3665","TSPAN33","Tspan33","scaffold/adaptor"
"3666","TSPAN5","Tspan5","scaffold/adaptor"
"3667","TSPO2","Tspo2","unclassified"
"3668","TST","Tst","metabolite interconversion enzyme"
"3669","TTR","Ttr","metabolite interconversion enzyme"
"3670","TXLNA","Txlna","membrane traffic"
"3671","TXNRD1","Txnrd1","metabolite interconversion enzyme"
"3672","TXNRD2","Txnrd2","metabolite interconversion enzyme"
"3673","TYK2","Tyk2","protein modifying enzyme"
"3674","TYMP","Tymp","metabolite interconversion enzyme"
"3675","TYR","Tyr","metabolite interconversion enzyme"
"3676","TYRO3","Tyro3","tyrosine protein kinase receptor"
"3677","TYROBP","Tyrobp","scaffold/adaptor"
"3678","UBA52","Uba52","unclassified"
"3679","UBB","Ubb","unclassified"
"3680","UBC","Ubc","unclassified"
"3681","UBE2A","Ube2a","protein modifying enzyme"
"3682","UBE2D1","Ube2d1","protein modifying enzyme"
"3683","UBE2E2","Ube2e2","protein modifying enzyme"
"3684","UBE2G1","Ube2g1","protein modifying enzyme"
"3685","UBE2L6","Ube2l6","protein modifying enzyme"
"3686","UBE2M","Ube2m","protein modifying enzyme"
"3687","UCK1","Uck1","metabolite interconversion enzyme"
"3688","UCN","Ucn","peptide hormone"
"3689","UCN2","Ucn2","other intercellular signal"
"3690","UCN3","Ucn3","other intercellular signal"
"3691","UGCG","Ugcg","metabolite interconversion enzyme"
"3692","UGP2","Ugp2","unclassified"
"3693","UGT1A1","Ugt1a1","metabolite interconversion enzyme"
"3694","UGT1A10","Ugt1a8","metabolite interconversion enzyme"
"3695","UGT1A10","Ugt1a9","metabolite interconversion enzyme"
"3696","UGT1A10","Ugt1a10","metabolite interconversion enzyme"
"3697","UGT1A3","Ugt1a2","metabolite interconversion enzyme"
"3698","UGT1A3","Ugt1a5","metabolite interconversion enzyme"
"3699","UGT1A4","Ugt1a2","metabolite interconversion enzyme"
"3700","UGT1A4","Ugt1a5","metabolite interconversion enzyme"
"3701","UGT1A5","Ugt1a2","metabolite interconversion enzyme"
"3702","UGT1A5","Ugt1a5","metabolite interconversion enzyme"
"3703","UGT1A6","Ugt1a6b","metabolite interconversion enzyme"
"3704","UGT1A6","Ugt1a6a","metabolite interconversion enzyme"
"3705","UGT1A6","Ugt1a7c","metabolite interconversion enzyme"
"3706","UGT1A7","Ugt1a9","metabolite interconversion enzyme"
"3707","UGT1A7","Ugt1a8","metabolite interconversion enzyme"
"3708","UGT1A7","Ugt1a10","metabolite interconversion enzyme"
"3709","UGT1A8","Ugt1a9","metabolite interconversion enzyme"
"3710","UGT1A8","Ugt1a10","metabolite interconversion enzyme"
"3711","UGT1A8","Ugt1a8","metabolite interconversion enzyme"
"3712","UGT1A9","Ugt1a10","metabolite interconversion enzyme"
"3713","UGT1A9","Ugt1a8","metabolite interconversion enzyme"
"3714","UGT1A9","Ugt1a9","metabolite interconversion enzyme"
"3715","UGT2A1","Gm43638","unclassified"
"3716","UGT2A1","Ugt2a1","unclassified"
"3717","UMPS","Umps","metabolite interconversion enzyme"
"3718","UNC5A","Unc5a","other transmembrane signal receptor"
"3719","UNC5B","Unc5b","other transmembrane signal receptor"
"3720","UNC5C","Unc5c","other transmembrane signal receptor"
"3721","UNC5D","Unc5d","other transmembrane signal receptor"
"3722","UPB1","Upb1","metabolite interconversion enzyme"
"3723","UPP1","Upp1","metabolite interconversion enzyme"
"3724","UPP2","Upp2","metabolite interconversion enzyme"
"3725","UPRT","Uprt","metabolite interconversion enzyme"
"3726","USH1C","Ush1c","cytoskeletal"
"3727","UTS2","Uts2","other intercellular signal"
"3728","UTS2B","Uts2b","other intercellular signal"
"3729","VAMP5","Vamp5","unclassified"
"3730","VANGL1","Vangl1","unclassified"
"3731","VANGL2","Vangl2","unclassified"
"3732","VASN","Vasn","other transmembrane signal receptor"
"3733","VASP","Vasp","scaffold/adaptor"
"3734","VCAM1","Vcam1","cell adhesion"
"3735","VCAN","Vcan","extracellular matrix"
"3736","VCL","Vcl","unclassified"
"3737","VCP","Vcp","transporter"
"3738","VDR","Vdr","gene-specific transcriptional regulator"
"3739","VEGFA","Vegfa","growth factor"
"3740","VEGFB","Vegfb","growth factor"
"3741","VEGFC","Vegfc","growth factor"
"3742","VEGFD","Vegfd","growth factor"
"3743","VGF","Vgf","other intercellular signal"
"3744","VIM","Vim","cytoskeletal"
"3745","VIP","Vip","neuropeptide"
"3746","VIPR1","Vipr1","other transmembrane signal receptor"
"3747","VIPR2","Vipr2","other transmembrane signal receptor"
"3748","VIRMA","Virma","unclassified"
"3749","VLDLR","Vldlr","transfer/carrier"
"3750","VSIG10","Vsig10","cell adhesion"
"3751","VSIG10L","Vsig10l","cell adhesion"
"3752","VSIG4","Vsig4","defense/immunity"
"3753","VSIG8","Vsig8","defense/immunity"
"3754","VSIR","Vsir","defense/immunity"
"3755","VSTM2B","Vstm2b","defense/immunity"
"3756","VSTM2L","Vstm2l","defense/immunity"
"3757","VSTM4","Vstm4","defense/immunity"
"3758","VTCN1","Vtcn1","defense/immunity"
"3759","VTN","Vtn","other intercellular signal"
"3760","VWF","Vwf","extracellular matrix"
"3761","WARS1","Wars","translational"
"3762","WBP1","Wbp1","unclassified"
"3763","WFIKKN2","Wfikkn2","other intercellular signal"
"3764","WIF1","Wif1","other intercellular signal"
"3765","WNT1","Wnt1","other intercellular signal"
"3766","WNT10A","Wnt10a","other intercellular signal"
"3767","WNT10B","Wnt10b","other intercellular signal"
"3768","WNT11","Wnt11","other intercellular signal"
"3769","WNT16","Wnt16","other intercellular signal"
"3770","WNT2","Wnt2","other intercellular signal"
"3771","WNT2B","Wnt2b","other intercellular signal"
"3772","WNT3","Wnt3","other intercellular signal"
"3773","WNT3A","Wnt3a","other intercellular signal"
"3774","WNT4","Wnt4","other intercellular signal"
"3775","WNT5A","Wnt5a","other intercellular signal"
"3776","WNT5B","Wnt5b","other intercellular signal"
"3777","WNT6","Wnt6","other intercellular signal"
"3778","WNT7A","Wnt7a","other intercellular signal"
"3779","WNT7B","Wnt7b","other intercellular signal"
"3780","WNT8A","Wnt8a","other intercellular signal"
"3781","WNT8B","Wnt8b","other intercellular signal"
"3782","WNT9A","Wnt9a","other intercellular signal"
"3783","WNT9B","Wnt9b","other intercellular signal"
"3784","XCL1","Xcl1","cytokine"
"3785","XCL2","Xcl1","cytokine"
"3786","XCR1","Xcr1","cell adhesion"
"3787","XDH","Xdh","metabolite interconversion enzyme"
"3788","XPR1","Xpr1","transporter"
"3789","XRCC6","Xrcc6","DNA metabolism"
"3790","YARS1","Yars","translational"
"3791","YBX1","Ybx1","unclassified"
"3792","ZG16B","Sbpl","unclassified"
"3793","ZNRF3","Znrf3","protein modifying enzyme"
"3794","ZP3","Zp3","other intercellular signal"
